collection_title,folder_title,field,role,relative_path,flat_filename,file_size_kb,original_url,cloudflare_url_template,status
Discover,Top Streaming Series,coverImageUrl,cover,discover/top-streaming-series/cover.png,discover__top-streaming-series__cover.png,60.31,https://raw.githubusercontent.com/ImKaptain/nuvio-art/main/art/discover/top-streaming-movies/top-streaming-movies-cover.png,https://<YOUR_CLOUDFLARE_DOMAIN>/discover/top-streaming-series/cover.png,SUCCESS
Discover,Top Streaming Series,focusGifUrl,hover,discover/top-streaming-series/hover.png,discover__top-streaming-series__hover.png,353.76,https://raw.githubusercontent.com/ImKaptain/nuvio-art/main/art/discover/top-streaming-movies/top-streaming-movies-hover.gif,https://<YOUR_CLOUDFLARE_DOMAIN>/discover/top-streaming-series/hover.png,SUCCESS
Discover,Top Streaming Series,heroBackdropUrl,backdrop,discover/top-streaming-series/backdrop.jpg,discover__top-streaming-series__backdrop.jpg,407.89,https://raw.githubusercontent.com/bramst0ne/prism-wallpapers/refs/heads/main/collections/curated/top-rated/backdrops/t2_flat_1080p.jpg,https://<YOUR_CLOUDFLARE_DOMAIN>/discover/top-streaming-series/backdrop.jpg,SUCCESS
Streaming Services,Netflix,coverImageUrl,cover,streaming-services/netflix/cover.webp,streaming-services__netflix__cover.webp,1.39,https://imkaptain.github.io/nuvio-assets/assets/images/49571953.webp,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/netflix/cover.webp,SUCCESS
Streaming Services,Netflix,titleLogoUrl,logo,streaming-services/netflix/logo.png,streaming-services__netflix__logo.png,61.6,https://github.com/bramst0ne/prism-wallpapers/blob/main/collections/networks/213-netflix/logos/color/213_color_1.png?raw=true,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/netflix/logo.png,SUCCESS
Streaming Services,Netflix,focusGifUrl,hover,streaming-services/netflix/hover.gif,streaming-services__netflix__hover.gif,3480.03,https://64.media.tumblr.com/9f93a9fc2e02fb466eb02a7d2247cb6e/a5b604d3737fc559-49/s500x750/403804744183922f6091d48139021fc3da22f786.gifv,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/netflix/hover.gif,SUCCESS
Streaming Services,Netflix,heroBackdropUrl,backdrop,streaming-services/netflix/backdrop.jpg,streaming-services__netflix__backdrop.jpg,446.97,https://github.com/bramst0ne/prism-wallpapers/blob/main/collections/networks/213-netflix/backdrops/t2_flat_1080p.jpg?raw=true,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/netflix/backdrop.jpg,SUCCESS
Streaming Services,Apple TV+,coverImageUrl,cover,streaming-services/apple-tv-plus/cover.webp,streaming-services__apple-tv-plus__cover.webp,1.98,https://imkaptain.github.io/nuvio-assets/assets/images/4d8f0a8f.webp,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/apple-tv-plus/cover.webp,SUCCESS
Streaming Services,Apple TV+,titleLogoUrl,logo,streaming-services/apple-tv-plus/logo.png,streaming-services__apple-tv-plus__logo.png,440.66,https://github.com/bramst0ne/prism-wallpapers/blob/main/collections/networks/2552-apple-tv/logos/color/2552_color_1.png?raw=true,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/apple-tv-plus/logo.png,SUCCESS
Streaming Services,Apple TV+,focusGifUrl,hover,streaming-services/apple-tv-plus/hover.gif,streaming-services__apple-tv-plus__hover.gif,3189.56,https://64.media.tumblr.com/d717319220a7d26bdaa88e72f6f76889/d9a7a808f588d8f4-63/s500x750/959b0ca57f53153b2ca9adaf414859e45e3734e6.gifv,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/apple-tv-plus/hover.gif,SUCCESS
Streaming Services,Apple TV+,heroBackdropUrl,backdrop,streaming-services/apple-tv-plus/backdrop.jpg,streaming-services__apple-tv-plus__backdrop.jpg,394.84,https://github.com/bramst0ne/prism-wallpapers/blob/main/collections/networks/2552-apple-tv/backdrops/t2_flat_1080p.jpg?raw=true,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/apple-tv-plus/backdrop.jpg,SUCCESS
Streaming Services,Hulu,coverImageUrl,cover,streaming-services/hulu/cover.webp,streaming-services__hulu__cover.webp,1.81,https://imkaptain.github.io/nuvio-assets/assets/images/3a4d1b46.webp,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/hulu/cover.webp,SUCCESS
Streaming Services,Hulu,titleLogoUrl,logo,streaming-services/hulu/logo.png,streaming-services__hulu__logo.png,38.34,https://github.com/bramst0ne/prism-wallpapers/blob/main/collections/networks/453-hulu/logos/color/453_color_1.png?raw=true,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/hulu/logo.png,SUCCESS
Streaming Services,Hulu,focusGifUrl,hover,streaming-services/hulu/hover.gif,streaming-services__hulu__hover.gif,3678.96,https://64.media.tumblr.com/3a7015de27b570e421a0182a66d0a69b/0ec3a7379449b39d-2d/s1280x1920/962f0dcfa0a2458bd6bf923ff47776f2404bf43a.gifv,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/hulu/hover.gif,SUCCESS
Streaming Services,Hulu,heroBackdropUrl,backdrop,streaming-services/hulu/backdrop.jpg,streaming-services__hulu__backdrop.jpg,473.22,https://raw.githubusercontent.com/bramst0ne/prism-wallpapers/main/collections/providers/15-hulu/backdrops/t2_flat_1080p.jpg,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/hulu/backdrop.jpg,SUCCESS
Streaming Services,Prime Video,coverImageUrl,cover,streaming-services/prime-video/cover.webp,streaming-services__prime-video__cover.webp,4.08,https://imkaptain.github.io/nuvio-assets/assets/images/5c86c888.webp,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/prime-video/cover.webp,SUCCESS
Streaming Services,Prime Video,titleLogoUrl,logo,streaming-services/prime-video/logo.webp,streaming-services__prime-video__logo.webp,18.44,https://imkaptain.github.io/nuvio-assets/assets/images/f9b1d40a.webp,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/prime-video/logo.webp,SUCCESS
Streaming Services,Prime Video,focusGifUrl,hover,streaming-services/prime-video/hover.webp,streaming-services__prime-video__hover.webp,2551.2,https://64.media.tumblr.com/5c5ed8bf948c5b3ca63a11544b94c720/55dbe5d6db4b66a5-bf/s500x750/d6686beaab57aa152f1b92a4562f757a1c522a2f.gifv,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/prime-video/hover.webp,SUCCESS
Streaming Services,Prime Video,heroBackdropUrl,backdrop,streaming-services/prime-video/backdrop.jpg,streaming-services__prime-video__backdrop.jpg,384.11,https://raw.githubusercontent.com/bramst0ne/prism-wallpapers/main/collections/providers/9-amazon-prime-video/backdrops/t2_flat_1080p.jpg,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/prime-video/backdrop.jpg,SUCCESS
Streaming Services,AMC+,coverImageUrl,cover,streaming-services/amc-plus/cover.png,streaming-services__amc-plus__cover.png,80.46,https://raw.githubusercontent.com/ImKaptain/nuvio-art/main/art/streaming-services/amcplus/amcplus-cover.png,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/amc-plus/cover.png,SUCCESS
Streaming Services,AMC+,titleLogoUrl,logo,streaming-services/amc-plus/logo.png,streaming-services__amc-plus__logo.png,146.55,https://raw.githubusercontent.com/ImKaptain/nuvio-assets/main/collections/providers/526-amc/logos/color/4661_amc_1.png,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/amc-plus/logo.png,SUCCESS
Streaming Services,AMC+,focusGifUrl,hover,streaming-services/amc-plus/hover.gif,streaming-services__amc-plus__hover.gif,402.76,https://raw.githubusercontent.com/ImKaptain/nuvio-art/main/art/streaming-services/amcplus/amcplus-hover.gif,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/amc-plus/hover.gif,SUCCESS
Streaming Services,AMC+,heroBackdropUrl,backdrop,streaming-services/amc-plus/backdrop.jpg,streaming-services__amc-plus__backdrop.jpg,389.45,https://raw.githubusercontent.com/ImKaptain/nuvio-assets/main/collections/providers/526-amc/backdrops/t2_flat_1080p.jpg,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/amc-plus/backdrop.jpg,SUCCESS
Streaming Services,Crave,coverImageUrl,cover,streaming-services/crave/cover.png,streaming-services__crave__cover.png,25.22,https://raw.githubusercontent.com/ImKaptain/nuvio-art/main/art/streaming-services/crave/crave-cover.png,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/crave/cover.png,SUCCESS
Streaming Services,Crave,focusGifUrl,hover,streaming-services/crave/hover.gif,streaming-services__crave__hover.gif,1398.11,https://raw.githubusercontent.com/ImKaptain/nuvio-art/main/art/streaming-services/crave/crave-hover.gif,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/crave/hover.gif,SUCCESS
Streaming Services,Crave,heroBackdropUrl,backdrop,streaming-services/crave/backdrop.jpg,streaming-services__crave__backdrop.jpg,1294.37,https://raw.githubusercontent.com/ImKaptain/nuvio-art/main/art/streaming-services/crave/crave-backdrop.jpg,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/crave/backdrop.jpg,SUCCESS
Streaming Services,Criterion,coverImageUrl,cover,streaming-services/criterion/cover.png,streaming-services__criterion__cover.png,126.84,https://raw.githubusercontent.com/ImKaptain/nuvio-art/main/art/streaming-services/criterion-channel/criterion-channel-cover.png,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/criterion/cover.png,SUCCESS
Streaming Services,Criterion,titleLogoUrl,logo,streaming-services/criterion/logo.png,streaming-services__criterion__logo.png,43.85,https://raw.githubusercontent.com/bramst0ne/prism-wallpapers/main/collections/providers/258-criterion-channel/logos/white/258_white_1.png,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/criterion/logo.png,SUCCESS
Streaming Services,Criterion,focusGifUrl,hover,streaming-services/criterion/hover.gif,streaming-services__criterion__hover.gif,590.38,https://raw.githubusercontent.com/ImKaptain/nuvio-art/main/art/streaming-services/criterion-channel/criterion-channel-hover.gif,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/criterion/hover.gif,SUCCESS
Streaming Services,Criterion,heroBackdropUrl,backdrop,streaming-services/criterion/backdrop.jpg,streaming-services__criterion__backdrop.jpg,380.65,https://raw.githubusercontent.com/bramst0ne/prism-wallpapers/main/collections/providers/258-criterion-channel/backdrops/t2_flat_1080p.jpg,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/criterion/backdrop.jpg,SUCCESS
Streaming Services,Crunchyroll,coverImageUrl,cover,streaming-services/crunchyroll/cover.webp,streaming-services__crunchyroll__cover.webp,4.08,https://imkaptain.github.io/nuvio-assets/assets/images/129a4038.webp,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/crunchyroll/cover.webp,SUCCESS
Streaming Services,Crunchyroll,titleLogoUrl,logo,streaming-services/crunchyroll/logo.png,streaming-services__crunchyroll__logo.png,31.96,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Crunchyroll_logo_2024.png/960px-Crunchyroll_logo_2024.png?_=20240720022613,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/crunchyroll/logo.png,SUCCESS
Streaming Services,Crunchyroll,focusGifUrl,hover,streaming-services/crunchyroll/hover.gif,streaming-services__crunchyroll__hover.gif,525.13,https://cdn.dribbble.com/userupload/42119533/file/original-3c24d9649543096949cc4262451501b7.gif,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/crunchyroll/hover.gif,SUCCESS
Streaming Services,Crunchyroll,heroBackdropUrl,backdrop,streaming-services/crunchyroll/backdrop.jpg,streaming-services__crunchyroll__backdrop.jpg,487.6,https://raw.githubusercontent.com/bramst0ne/prism-wallpapers/main/collections/providers/283-crunchyroll/backdrops/t2_flat_1080p.jpg,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/crunchyroll/backdrop.jpg,SUCCESS
Streaming Services,Curiosity Stream,coverImageUrl,cover,streaming-services/curiosity-stream/cover.png,streaming-services__curiosity-stream__cover.png,314.88,https://raw.githubusercontent.com/ImKaptain/nuvio-art/main/art/streaming-services/curiosity-stream/curiosity-stream-cover.png,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/curiosity-stream/cover.png,SUCCESS
Streaming Services,Curiosity Stream,titleLogoUrl,logo,streaming-services/curiosity-stream/logo.webp,streaming-services__curiosity-stream__logo.webp,8.29,https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/CuriosityStream.svg/960px-CuriosityStream.svg.png?_=20200418093832,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/curiosity-stream/logo.webp,SUCCESS
Streaming Services,Curiosity Stream,focusGifUrl,hover,streaming-services/curiosity-stream/hover.gif,streaming-services__curiosity-stream__hover.gif,3956.91,https://raw.githubusercontent.com/ImKaptain/nuvio-art/main/art/streaming-services/curiosity-stream/curiosity-stream-hover.gif,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/curiosity-stream/hover.gif,SUCCESS
Streaming Services,Curiosity Stream,heroBackdropUrl,backdrop,streaming-services/curiosity-stream/backdrop.webp,streaming-services__curiosity-stream__backdrop.webp,130.63,https://imkaptain.github.io/nuvio-assets/assets/images/dce3256c.webp,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/curiosity-stream/backdrop.webp,SUCCESS
Streaming Services,Discovery+,coverImageUrl,cover,streaming-services/discovery-plus/cover.webp,streaming-services__discovery-plus__cover.webp,6.48,https://imkaptain.github.io/nuvio-assets/assets/images/dbed63f2.webp,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/discovery-plus/cover.webp,SUCCESS
Streaming Services,Discovery+,titleLogoUrl,logo,streaming-services/discovery-plus/logo.webp,streaming-services__discovery-plus__logo.webp,6.1,https://imkaptain.github.io/nuvio-assets/assets/images/4676e4ff.webp,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/discovery-plus/logo.webp,SUCCESS
Streaming Services,Discovery+,focusGifUrl,hover,streaming-services/discovery-plus/hover.webp,streaming-services__discovery-plus__hover.webp,518.21,https://max-streams.gleeze.com/images/Discovery.gif,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/discovery-plus/hover.webp,SUCCESS
Streaming Services,Discovery+,heroBackdropUrl,backdrop,streaming-services/discovery-plus/backdrop.webp,streaming-services__discovery-plus__backdrop.webp,126.64,https://imkaptain.github.io/nuvio-assets/assets/images/8815e841.webp,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/discovery-plus/backdrop.webp,SUCCESS
Streaming Services,Disney+,coverImageUrl,cover,streaming-services/disney-plus/cover.webp,streaming-services__disney-plus__cover.webp,4.3,https://imkaptain.github.io/nuvio-assets/assets/images/b8c0d25b.webp,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/disney-plus/cover.webp,SUCCESS
Streaming Services,Disney+,titleLogoUrl,logo,streaming-services/disney-plus/logo.png,streaming-services__disney-plus__logo.png,243.89,https://github.com/bramst0ne/prism-wallpapers/blob/main/collections/networks/2739-disney/logos/color/2739_color_4.png?raw=true,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/disney-plus/logo.png,SUCCESS
Streaming Services,Disney+,focusGifUrl,hover,streaming-services/disney-plus/hover.gif,streaming-services__disney-plus__hover.gif,3464.73,https://64.media.tumblr.com/ca6dc6d4e8a260c0c5f40c47c7334e57/eb71329b4dc482d5-50/s500x750/e9e82c5bca839be289f3d87863141ebf6d7fca28.gifv,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/disney-plus/hover.gif,SUCCESS
Streaming Services,Disney+,heroBackdropUrl,backdrop,streaming-services/disney-plus/backdrop.jpg,streaming-services__disney-plus__backdrop.jpg,403.29,https://raw.githubusercontent.com/bramst0ne/prism-wallpapers/main/collections/providers/337-disney-plus/backdrops/t2_flat_1080p.jpg,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/disney-plus/backdrop.jpg,SUCCESS
Streaming Services,Hayu,coverImageUrl,cover,streaming-services/hayu/cover.png,streaming-services__hayu__cover.png,123.99,https://raw.githubusercontent.com/ImKaptain/nuvio-art/main/art/streaming-services/hayu/hayu-cover.png,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/hayu/cover.png,SUCCESS
Streaming Services,Hayu,focusGifUrl,hover,streaming-services/hayu/hover.gif,streaming-services__hayu__hover.gif,382.05,https://raw.githubusercontent.com/ImKaptain/nuvio-art/main/art/streaming-services/hayu/hayu-hover.gif,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/hayu/hover.gif,SUCCESS
Streaming Services,Hayu,heroBackdropUrl,backdrop,streaming-services/hayu/backdrop.jpg,streaming-services__hayu__backdrop.jpg,1217.02,https://raw.githubusercontent.com/ImKaptain/nuvio-art/main/art/streaming-services/hayu/hayu-backdrop.jpg,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/hayu/backdrop.jpg,SUCCESS
Streaming Services,HBO Max,coverImageUrl,cover,streaming-services/hbo-max/cover.webp,streaming-services__hbo-max__cover.webp,2.97,https://imkaptain.github.io/nuvio-assets/assets/images/b59babf1.webp,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/hbo-max/cover.webp,SUCCESS
Streaming Services,HBO Max,titleLogoUrl,logo,streaming-services/hbo-max/logo.webp,streaming-services__hbo-max__logo.webp,11.28,https://imkaptain.github.io/nuvio-assets/assets/images/6e4c10d3.webp,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/hbo-max/logo.webp,SUCCESS
Streaming Services,HBO Max,focusGifUrl,hover,streaming-services/hbo-max/hover.gif,streaming-services__hbo-max__hover.gif,4039.29,https://64.media.tumblr.com/cca7a86d443a0bc88536a2ad6ce72aec/b495f88d5c1df470-a2/s640x960/4cb9b614191d17d02c946b4ca59548cd333c06fd.gifv,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/hbo-max/hover.gif,SUCCESS
Streaming Services,HBO Max,heroBackdropUrl,backdrop,streaming-services/hbo-max/backdrop.jpg,streaming-services__hbo-max__backdrop.jpg,402.99,https://raw.githubusercontent.com/bramst0ne/prism-wallpapers/main/collections/providers/1899-hbo-max/backdrops/t2_flat_1080p.jpg,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/hbo-max/backdrop.jpg,SUCCESS
Streaming Services,Magellan,coverImageUrl,cover,streaming-services/magellan/cover.png,streaming-services__magellan__cover.png,160.71,https://raw.githubusercontent.com/ImKaptain/nuvio-art/main/art/streaming-services/magellan/magellan-cover.png,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/magellan/cover.png,SUCCESS
Streaming Services,Magellan,focusGifUrl,hover,streaming-services/magellan/hover.gif,streaming-services__magellan__hover.gif,2609.49,https://raw.githubusercontent.com/ImKaptain/nuvio-art/main/art/streaming-services/magellan/magellan-hover.gif,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/magellan/hover.gif,SUCCESS
Streaming Services,Magellan,heroBackdropUrl,backdrop,streaming-services/magellan/backdrop.jpg,streaming-services__magellan__backdrop.jpg,1381.94,https://raw.githubusercontent.com/ImKaptain/nuvio-art/main/art/streaming-services/magellan/magellan-backdrop.jpg,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/magellan/backdrop.jpg,SUCCESS
Streaming Services,MGM+,coverImageUrl,cover,streaming-services/mgm-plus/cover.webp,streaming-services__mgm-plus__cover.webp,4.55,https://imkaptain.github.io/nuvio-assets/assets/images/d490e713.webp,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/mgm-plus/cover.webp,SUCCESS
Streaming Services,MGM+,titleLogoUrl,logo,streaming-services/mgm-plus/logo.png,streaming-services__mgm-plus__logo.png,220.35,https://github.com/bramst0ne/prism-wallpapers/blob/main/collections/networks/6219-mgm/logos/color/6219_color_1.png?raw=true,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/mgm-plus/logo.png,SUCCESS
Streaming Services,MGM+,focusGifUrl,hover,streaming-services/mgm-plus/hover.gif,streaming-services__mgm-plus__hover.gif,7694.66,https://64.media.tumblr.com/9f43b185411e18d71444c9a5a5a79632/5d68ae94e9917470-70/s500x750/0871e87c17045759735ef64c26703c71b585bfb0.gifv,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/mgm-plus/hover.gif,SUCCESS
Streaming Services,MGM+,heroBackdropUrl,backdrop,streaming-services/mgm-plus/backdrop.jpg,streaming-services__mgm-plus__backdrop.jpg,439.74,https://raw.githubusercontent.com/bramst0ne/prism-wallpapers/main/collections/providers/34-mgm-plus/backdrops/t2_flat_1080p.jpg,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/mgm-plus/backdrop.jpg,SUCCESS
Streaming Services,Mubi,coverImageUrl,cover,streaming-services/mubi/cover.webp,streaming-services__mubi__cover.webp,3.38,https://imkaptain.github.io/nuvio-assets/assets/images/7c4bd708.webp,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/mubi/cover.webp,SUCCESS
Streaming Services,Mubi,titleLogoUrl,logo,streaming-services/mubi/logo.png,streaming-services__mubi__logo.png,41.85,https://raw.githubusercontent.com/bramst0ne/prism-wallpapers/refs/heads/main/collections/companies/204957-mubi/logos/white/204957_white_2.png,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/mubi/logo.png,SUCCESS
Streaming Services,Mubi,focusGifUrl,hover,streaming-services/mubi/hover.gif,streaming-services__mubi__hover.gif,7103.6,https://raw.githubusercontent.com/ImKaptain/nuvio-art/main/art/streaming-services/mubi/mubi-hover.gif,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/mubi/hover.gif,SUCCESS
Streaming Services,Mubi,heroBackdropUrl,backdrop,streaming-services/mubi/backdrop.jpg,streaming-services__mubi__backdrop.jpg,355.53,https://raw.githubusercontent.com/bramst0ne/prism-wallpapers/refs/heads/main/collections/companies/204957-mubi/backdrops/t2_flat_1080p.jpg,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/mubi/backdrop.jpg,SUCCESS
Streaming Services,Paramount+,coverImageUrl,cover,streaming-services/paramount-plus/cover.png,streaming-services__paramount-plus__cover.png,435.07,https://raw.githubusercontent.com/ImKaptain/nuvio-art/refs/heads/main/art/streaming-services/paramount-plus/paramount-plus-cover.png,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/paramount-plus/cover.png,SUCCESS
Streaming Services,Paramount+,titleLogoUrl,logo,streaming-services/paramount-plus/logo.png,streaming-services__paramount-plus__logo.png,250.57,https://github.com/bramst0ne/prism-wallpapers/blob/main/collections/networks/4330-paramount/logos/color/4330_color_2.png?raw=true,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/paramount-plus/logo.png,SUCCESS
Streaming Services,Paramount+,focusGifUrl,hover,streaming-services/paramount-plus/hover.gif,streaming-services__paramount-plus__hover.gif,1562.53,https://raw.githubusercontent.com/ImKaptain/nuvio-art/refs/heads/main/art/streaming-services/paramount-plus/paramount-plus-hover.gif,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/paramount-plus/hover.gif,SUCCESS
Streaming Services,Paramount+,heroBackdropUrl,backdrop,streaming-services/paramount-plus/backdrop.jpg,streaming-services__paramount-plus__backdrop.jpg,401.0,https://raw.githubusercontent.com/bramst0ne/prism-wallpapers/main/collections/providers/2303-paramount-plus-premium/backdrops/t2_flat_1080p.jpg,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/paramount-plus/backdrop.jpg,SUCCESS
Streaming Services,Peacock,coverImageUrl,cover,streaming-services/peacock/cover.webp,streaming-services__peacock__cover.webp,2.95,https://imkaptain.github.io/nuvio-assets/assets/images/970b675f.webp,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/peacock/cover.webp,SUCCESS
Streaming Services,Peacock,titleLogoUrl,logo,streaming-services/peacock/logo.png,streaming-services__peacock__logo.png,76.05,https://github.com/bramst0ne/prism-wallpapers/blob/main/collections/networks/3353-peacock/logos/color/3353_color_1.png?raw=true,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/peacock/logo.png,SUCCESS
Streaming Services,Peacock,focusGifUrl,hover,streaming-services/peacock/hover.gif,streaming-services__peacock__hover.gif,8288.28,https://64.media.tumblr.com/a378bf124ed7d00c8d7430cb8a9ae0cc/9e0da9dbc32641f6-b2/s1280x1920/e8c0ba2f6aadae5b6f532a177926528e94b04d68.gifv,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/peacock/hover.gif,SUCCESS
Streaming Services,Peacock,heroBackdropUrl,backdrop,streaming-services/peacock/backdrop.jpg,streaming-services__peacock__backdrop.jpg,406.84,https://raw.githubusercontent.com/bramst0ne/prism-wallpapers/main/collections/providers/386-peacock-premium/backdrops/t2_flat_1080p.jpg,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/peacock/backdrop.jpg,SUCCESS
Streaming Services,Pluto TV,coverImageUrl,cover,streaming-services/pluto-tv/cover.png,streaming-services__pluto-tv__cover.png,155.14,https://raw.githubusercontent.com/ImKaptain/nuvio-art/main/art/streaming-services/pluto-tv/pluto-tv-cover.png,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/pluto-tv/cover.png,SUCCESS
Streaming Services,Pluto TV,titleLogoUrl,logo,streaming-services/pluto-tv/logo.webp,streaming-services__pluto-tv__logo.webp,5.64,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Pluto_TV_logo_2024.svg/500px-Pluto_TV_logo_2024.svg.png,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/pluto-tv/logo.webp,SUCCESS
Streaming Services,Pluto TV,focusGifUrl,hover,streaming-services/pluto-tv/hover.gif,streaming-services__pluto-tv__hover.gif,686.25,https://raw.githubusercontent.com/ImKaptain/nuvio-art/main/art/streaming-services/pluto-tv/pluto-tv-hover.gif,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/pluto-tv/hover.gif,SUCCESS
Streaming Services,Pluto TV,heroBackdropUrl,backdrop,streaming-services/pluto-tv/backdrop.jpg,streaming-services__pluto-tv__backdrop.jpg,437.71,https://raw.githubusercontent.com/ImKaptain/nuvio-assets/main/collections/providers/300-pluto-tv/backdrops/t2_flat_1080p.jpg,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/pluto-tv/backdrop.jpg,SUCCESS
Streaming Services,Shudder,coverImageUrl,cover,streaming-services/shudder/cover.webp,streaming-services__shudder__cover.webp,4.99,https://imkaptain.github.io/nuvio-assets/assets/images/99e24ce1.webp,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/shudder/cover.webp,SUCCESS
Streaming Services,Shudder,titleLogoUrl,logo,streaming-services/shudder/logo.png,streaming-services__shudder__logo.png,261.58,https://github.com/bramst0ne/prism-wallpapers/blob/main/collections/companies/142877-shudder/logos/color/142877_color_1.png?raw=true,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/shudder/logo.png,SUCCESS
Streaming Services,Shudder,focusGifUrl,hover,streaming-services/shudder/hover.gif,streaming-services__shudder__hover.gif,665.14,https://raw.githubusercontent.com/luckynumb3rs/stremio-perfect-setup/refs/heads/main/collections/streaming/focused/shudder.gif,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/shudder/hover.gif,SUCCESS
Streaming Services,Shudder,heroBackdropUrl,backdrop,streaming-services/shudder/backdrop.jpg,streaming-services__shudder__backdrop.jpg,343.86,https://raw.githubusercontent.com/bramst0ne/prism-wallpapers/main/collections/providers/99-shudder/backdrops/t2_flat_1080p.jpg,https://<YOUR_CLOUDFLARE_DOMAIN>/streaming-services/shudder/backdrop.jpg,SUCCESS
